"","YEAR","ROUND","HSEED","HTEAM","LSEED","LTEAM","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","X2P_O","X2P_D","X3P_O","X3P_D","X3PR","X3PRD","ADJ_T","WAB"
"1881",2024,1,10,"Colorado State",12,"McNeese State",3,-6,2.5,-2.90000000000001,0.0936,-0.299999999999997,1.5,0.600000000000001,-6.1,-7.8,-2.9,-8,-2.1,4.8,2.2,-6.2,1,4.7,-14.1,0.5,0.8
"1882",2024,1,10,"Colorado State",12,"Grand Canyon",0,-5,2.7,-1.7,0.0727,2.6,3.4,-3,-3,-10.3,-2.1,-12.7,-3,5.3,4.1,-1.2,1.4,2.2,0.399999999999999,-2.2,0.2
"1883",2024,1,10,"Colorado State",13,"Yale",3,2,4,-2,0.1023,2.3,-0.400000000000006,0.700000000000001,0.899999999999999,-4.1,3.5,5.7,2.8,5.1,-0.299999999999997,-1.4,0,3,-7.4,1.2,4
"1884",2024,1,10,"Colorado State",13,"Vermont",0,-4,9.3,-0.600000000000009,0.1867,2.8,2.59999999999999,1,1.8,1.9,4.2,2.9,5.9,4.5,2.1,-0.299999999999997,2.5,-5.8,-2.5,2.5,2.7
"1885",2024,1,10,"Colorado State",13,"Samford",0,-5,2.09999999999999,-4.30000000000001,0.1145,-2.3,-0.700000000000003,-3.3,-4.8,-5.9,-4.5,-3.8,-5.2,2.1,-1,-6.09999999999999,0.100000000000001,-2.6,-6.1,-6.8,1.43
"1886",2024,1,10,"Colorado State",13,"Charleston",-1,-3,0.5,-7.10000000000001,0.1441,2.2,-1.3,0.5,0.5,-9.2,0.899999999999999,5.7,3.5,5,-2,-1.59999999999999,0.200000000000003,-8.8,-2.9,-4.2,3.1
"1887",2024,1,10,"Colorado State",14,"Morehead State",2,-2,7.09999999999999,-5.30000000000001,0.2571,0.200000000000003,3.59999999999999,-3.7,1.4,-7.7,1.1,1.3,-0.900000000000002,2,3.1,-2.09999999999999,2.9,-6.8,2.8,1.5,4.9
"1888",2024,1,10,"Colorado State",14,"Oakland",-2,1,6,-6.5,0.2607,2.5,-1.3,-1.4,0.599999999999998,-6.3,-1.1,1.7,5,5.8,-2,-1.9,0.100000000000001,-2.5,-6.7,-1,5.7
"1889",2024,1,10,"Colorado State",14,"Akron",0,0,8.8,-3.5,0.2507,2.6,0.699999999999996,-2.4,0.299999999999997,-5.2,1.9,-1,2.8,2.8,-2.2,1.2,4,-3.2,-2.8,0.0999999999999943,6
"1890",2024,1,10,"Colorado State",14,"Colgate",-1,-1,11.5,-3.7,0.3332,1.2,2.09999999999999,-1.5,0.799999999999997,-0.699999999999999,3,5,7.3,4.3,-0.200000000000003,-2.5,4.1,0,-5.6,-0.400000000000006,5.6
"1891",2024,1,10,"Colorado State",15,"South Dakota State",1,2,6.2,-6.30000000000001,0.2624,-0.699999999999996,-1.5,-1.6,0.399999999999999,-0.0999999999999979,2.2,2.2,4.4,1.7,-0.5,-3,-1.2,-1.90000000000001,-13.1,-2.10000000000001,8.9
"1892",2024,1,10,"Colorado State",15,"Western Kentucky",2,2,8.59999999999999,-3.7,0.2522,2.7,1,-3.5,-1.7,-4.2,0.800000000000001,-0.299999999999997,-1.6,5.5,0.200000000000003,-1.2,1.8,7.3,-6.1,-9.3,8.1
"1893",2024,1,10,"Colorado State",15,"Saint Peter's",1,5,17,-2.10000000000001,0.4422,9.6,2.7,-4.8,-3.4,-10.8,-1.9,-5.5,-10.5,15.2,2.1,-0.699999999999996,2.5,7.2,-0.5,1.8,10.3
"1894",2024,1,10,"Colorado State",15,"Long Beach State",-1,3,8.39999999999999,-9.90000000000001,0.4147,5.7,-1.90000000000001,-2.3,-1.6,-9,-2.1,-5.5,-0.800000000000001,7.9,-1.5,1.9,-1.1,10,-9.6,-5.60000000000001,9.5
"1895",2024,1,10,"Colorado State",16,"Stetson",1,2,5.5,-15.9,0.4901,1.2,-2.7,-1,3.4,-3.2,-3.7,0.900000000000002,5.9,5.1,-3.7,-3.3,-0.5,-3.5,-3.4,-0.200000000000003,8.3
"1896",2024,1,10,"Colorado State",16,"Longwood",1,3,9.8,-6.7,0.3692,5.2,-2,-3.2,-2.7,-12.4,2,-6.9,-4.3,9,-2.4,-1,-0.600000000000001,10,-5.5,-1,10.1
"1897",2024,1,10,"Colorado State",16,"Grambling State",1,4,16.1,-7.90000000000001,0.5655,6.4,0.199999999999996,-5.7,-2.1,-3.8,-5.2,-7,-2.1,10.6,0.100000000000001,-0.899999999999999,0.299999999999997,8.5,0.600000000000001,0.899999999999991,9.5
"1898",2024,1,10,"Colorado State",16,"Montana State",1,7,10.9,-7.7,0.4267,0.700000000000003,-3,-2,-1.7,3.6,-1.1,1.9,-5.2,4.2,-5.6,-3.2,1.4,-3.1,-1.4,-2.7,14.1
"1899",2024,1,10,"Colorado State",16,"Howard",0,6,9.3,-14.8,0.5547,2.6,-1.6,-6.6,0.199999999999999,-9.1,-3.2,-9.6,-7.3,8.4,-2.3,-4.3,0,-0.600000000000001,0.799999999999997,-1.90000000000001,13.6
"1900",2024,1,10,"Colorado State",16,"Wagner",3,8,18.8,-6.90000000000001,0.6061,10,0.899999999999999,-1.1,-0.100000000000001,-5.2,0.5,5.8,1.9,14.8,-2.4,1.6,4.1,0.0999999999999943,-7.2,4.5,13.2
"1901",2024,1,10,"Virginia",10,"Nevada",1,-3,-10.5,-6,-0.0485,-4,-2,-1.8,2,-1.5,0.900000000000002,-21.1,-8.6,-5.8,-2.5,-0.200000000000003,-0.900000000000002,-0.899999999999999,-1.1,-6.8,-1.5
"1902",2024,1,10,"Virginia",11,"Duquesne",-1,-1,-1.7,-4.09999999999999,0.0535,-0.800000000000004,-1.8,-4.3,-0.199999999999999,-3.9,-1.9,-8,-9.6,-2.8,-1.8,2.4,-1.3,-7,2.6,-6.3,3
"1903",2024,1,10,"Virginia",11,"North Carolina State",-3,1,-9.40000000000001,-9.2,0.0165999999999999,-1.40000000000001,-4.3,-0.5,1.4,-2.6,-1.2,-7.4,-6.2,-3.3,-2.9,1.7,-4.5,-0.799999999999997,4.6,-7.90000000000001,1.8
"1904",2024,1,10,"Virginia",11,"Oregon",-1,0,-8.7,-7.59999999999999,-0.000199999999999978,-2.5,-5.3,-1.6,1.4,-2.7,1,-7.2,-7.1,-5.90000000000001,-5,2.7,-3.9,-4,3.7,-7.09999999999999,-0.2
"1905",2024,1,10,"Virginia",11,"New Mexico",-1,-3,-10.2,-3.5,-0.0780000000000001,-1.7,-1.8,-0.700000000000001,-0.199999999999999,-7.4,1.1,-8,-7.8,-4.6,-2.6,2.9,-0.200000000000003,2.9,3.3,-12.8,-0.5
"1906",2024,1,10,"Virginia",12,"UAB",0,0,-8.10000000000001,-14.3,0.1513,-0.800000000000004,-4.8,-3.5,3.2,-9.3,-2.9,-15.4,-5.7,-3.6,-3.6,3.2,-4.6,1.4,3.2,-7.7,3.9
"1907",2024,1,10,"Virginia",12,"James Madison",0,-8,-7.40000000000001,-8.40000000000001,0.0367,-5.1,-0.5,-1.5,-0.5,-6,0.5,-9.1,-9.4,-7.40000000000001,-2.2,-0.200000000000003,1.8,-5.4,4.8,-9.8,-0.3
"1908",2024,1,10,"Virginia",12,"McNeese State",4,-7,-6.7,-9,0.0623,-5.6,-1.59999999999999,-1,-3.7,-6.1,-2.3,-15.5,-8.2,-6,0.300000000000004,-3.1,-2.6,-0.899999999999999,-8.2,-5.3,0.5
"1909",2024,1,10,"Virginia",12,"Grand Canyon",1,-6,-6.5,-7.8,0.0414,-2.7,0.300000000000004,-4.6,-0.599999999999998,-8.6,-1.5,-20.2,-9.1,-5.5,2.2,1.9,-2.2,-3.4,6.3,-8,-0.1
"1910",2024,1,10,"Virginia",13,"Yale",4,1,-5.2,-8.09999999999999,0.071,-3,-3.5,-0.9,3.3,-2.4,4.1,-1.8,-3.3,-5.7,-2.2,1.7,-3.6,-2.59999999999999,-1.5,-4.59999999999999,3.7
"1911",2024,1,10,"Virginia",13,"Vermont",1,-5,0.0999999999999943,-6.7,0.1554,-2.5,-0.5,-0.600000000000001,4.2,3.6,4.8,-4.6,-0.199999999999999,-6.3,0.200000000000003,2.8,-1.1,-11.4,3.4,-3.3,2.4
"1912",2024,1,10,"Virginia",13,"Samford",1,-6,-7.10000000000001,-10.4,0.0831999999999999,-7.6,-3.8,-4.9,-2.4,-4.2,-3.9,-11.3,-11.3,-8.7,-2.9,-3,-3.5,-8.2,-0.200000000000003,-12.6,1.13
"1913",2024,1,10,"Virginia",13,"Charleston",0,-4,-8.7,-13.2,0.1128,-3.1,-4.4,-1.1,2.9,-7.5,1.5,-1.8,-2.6,-5.8,-3.9,1.5,-3.4,-14.4,3,-10,2.8
"1914",2024,1,10,"Virginia",14,"Morehead State",3,-3,-2.10000000000001,-11.4,0.2258,-5.1,0.5,-5.3,3.8,-6,1.7,-6.2,-7,-8.8,1.2,1,-0.700000000000003,-12.4,8.7,-4.3,4.6
"1915",2024,1,10,"Virginia",14,"Oakland",-1,0,-3.2,-12.6,0.2294,-2.8,-4.4,-3,3,-4.6,-0.5,-5.8,-1.1,-5,-3.9,1.2,-3.5,-8.09999999999999,-0.800000000000004,-6.8,5.4
"1916",2024,1,10,"Virginia",14,"Akron",1,-1,-0.400000000000006,-9.59999999999999,0.2194,-2.7,-2.4,-4,2.7,-3.5,2.5,-8.5,-3.3,-8,-4.1,4.3,0.399999999999999,-8.8,3.1,-5.7,5.7
"1917",2024,1,10,"Virginia",14,"Colgate",0,-2,2.3,-9.8,0.3019,-4.1,-1,-3.1,3.2,1,3.6,-2.5,1.2,-6.5,-2.1,0.599999999999994,0.5,-5.59999999999999,0.299999999999997,-6.2,5.3
"1918",2024,1,10,"Virginia",15,"South Dakota State",2,1,-3,-12.4,0.2311,-6,-4.59999999999999,-3.2,2.8,1.6,2.8,-5.3,-1.7,-9.1,-2.4,0.0999999999999943,-4.8,-7.5,-7.2,-7.90000000000001,8.6
"1919",2024,1,10,"Virginia",15,"Western Kentucky",3,1,-0.600000000000009,-9.8,0.2209,-2.6,-2.09999999999999,-5.1,0.699999999999999,-2.5,1.4,-7.8,-7.7,-5.3,-1.7,1.9,-1.8,1.7,-0.200000000000003,-15.1,7.8
"1920",2024,1,10,"Virginia",15,"Saint Peter's",2,4,7.8,-8.2,0.4109,4.3,-0.399999999999999,-6.4,-1,-9.1,-1.3,-13,-16.6,4.4,0.200000000000003,2.4,-1.1,1.6,5.4,-4,10
"1921",2024,1,10,"Virginia",15,"Long Beach State",0,2,-0.800000000000011,-16,0.3834,0.399999999999999,-5,-3.9,0.800000000000001,-7.3,-1.5,-13,-6.9,-2.90000000000001,-3.4,5,-4.7,4.4,-3.7,-11.4,9.2
"1922",2024,1,10,"Virginia",16,"Stetson",2,1,-3.7,-22,0.4588,-4.1,-5.8,-2.6,5.8,-1.5,-3.1,-6.6,-0.199999999999999,-5.7,-5.6,-0.200000000000003,-4.1,-9.09999999999999,2.5,-6,8
"1923",2024,1,10,"Virginia",16,"Longwood",2,2,0.599999999999994,-12.8,0.3379,-0.100000000000001,-5.09999999999999,-4.8,-0.300000000000001,-10.7,2.6,-14.4,-10.4,-1.8,-4.3,2.09999999999999,-4.2,4.4,0.399999999999999,-6.8,9.8
"1924",2024,1,10,"Virginia",16,"Grambling State",2,3,6.89999999999999,-14,0.5342,1.09999999999999,-2.9,-7.3,0.300000000000001,-2.1,-4.6,-14.5,-8.2,-0.200000000000003,-1.8,2.2,-3.3,2.9,6.5,-4.90000000000001,9.2
"1925",2024,1,10,"Virginia",16,"Montana State",2,6,1.69999999999999,-13.8,0.3954,-4.6,-6.09999999999999,-3.6,0.699999999999999,5.3,-0.5,-5.6,-11.3,-6.6,-7.5,-0.100000000000001,-2.2,-8.7,4.5,-8.5,13.8
"1926",2024,1,10,"Virginia",16,"Howard",1,5,0.0999999999999943,-20.9,0.5234,-2.7,-4.7,-8.2,2.6,-7.4,-2.6,-17.1,-13.4,-2.40000000000001,-4.2,-1.2,-3.6,-6.2,6.7,-7.7,13.3
"1927",2024,1,10,"Virginia",16,"Wagner",4,7,9.59999999999999,-13,0.5748,4.7,-2.2,-2.7,2.3,-3.5,1.1,-1.7,-4.2,4,-4.3,4.7,0.5,-5.5,-1.3,-1.3,12.9
"1928",2024,1,10,"Nevada",11,"Duquesne",-2,2,8.8,1.90000000000001,0.102,3.2,0.200000000000003,-2.5,-2.2,-2.4,-2.8,13.1,-1,3,0.700000000000003,2.6,-0.399999999999999,-6.1,3.7,0.5,4.5
"1929",2024,1,10,"Nevada",11,"North Carolina State",-4,4,1.09999999999999,-3.2,0.0650999999999999,2.59999999999999,-2.3,1.3,-0.599999999999998,-1.1,-2.1,13.7,2.4,2.5,-0.399999999999999,1.9,-3.6,0.100000000000001,5.7,-1.10000000000001,3.3
"1930",2024,1,10,"Nevada",11,"Oregon",-2,3,1.8,-1.59999999999999,0.0483,1.5,-3.3,0.199999999999999,-0.599999999999998,-1.2,0.0999999999999979,13.9,1.5,-0.100000000000001,-2.5,2.9,-3,-3.1,4.8,-0.299999999999997,1.3
"1931",2024,1,10,"Nevada",11,"New Mexico",-2,0,0.299999999999997,2.5,-0.0295000000000001,2.3,0.200000000000003,1.1,-2.2,-5.9,0.199999999999999,13.1,0.799999999999997,1.2,-0.100000000000001,3.1,0.699999999999999,3.8,4.4,-6,1
"1932",2024,1,10,"Nevada",12,"UAB",-1,3,2.39999999999999,-8.3,0.1998,3.2,-2.8,-1.7,1.2,-7.8,-3.8,5.7,2.9,2.2,-1.1,3.4,-3.7,2.3,4.3,-0.900000000000006,5.4
"1933",2024,1,10,"Nevada",12,"James Madison",-1,-5,3.09999999999999,-2.40000000000001,0.0851999999999999,-1.1,1.5,0.300000000000001,-2.5,-4.5,-0.400000000000002,12,-0.800000000000004,-1.6,0.300000000000004,0,2.7,-4.5,5.9,-3,1.2
"1934",2024,1,10,"Nevada",12,"McNeese State",3,-4,3.8,-3,0.1108,-1.6,0.400000000000006,0.800000000000001,-5.7,-4.6,-3.2,5.6,0.399999999999999,-0.199999999999996,2.8,-2.9,-1.7,0,-7.1,1.5,2
"1935",2024,1,10,"Nevada",12,"Grand Canyon",0,-3,4,-1.8,0.0899,1.3,2.3,-2.8,-2.6,-7.1,-2.4,0.900000000000006,-0.5,0.300000000000004,4.7,2.1,-1.3,-2.5,7.4,-1.2,1.4
"1936",2024,1,10,"Nevada",13,"Yale",3,4,5.3,-2.09999999999999,0.1195,1,-1.5,0.9,1.3,-0.899999999999999,3.2,19.3,5.3,0.100000000000001,0.300000000000004,1.9,-2.7,-1.7,-0.399999999999999,2.2,5.2
"1937",2024,1,10,"Nevada",13,"Vermont",0,-2,10.6,-0.700000000000003,0.2039,1.5,1.5,1.2,2.2,5.1,3.9,16.5,8.4,-0.5,2.7,3,-0.199999999999999,-10.5,4.5,3.5,3.9
"1938",2024,1,10,"Nevada",13,"Samford",0,-3,3.39999999999999,-4.40000000000001,0.1317,-3.6,-1.8,-3.1,-4.4,-2.7,-4.8,9.8,-2.7,-2.9,-0.399999999999999,-2.8,-2.6,-7.3,0.899999999999999,-5.8,2.63
"1939",2024,1,10,"Nevada",13,"Charleston",-1,-1,1.8,-7.2,0.1613,0.899999999999999,-2.4,0.699999999999999,0.900000000000002,-6,0.599999999999998,19.3,6,0,-1.4,1.7,-2.5,-13.5,4.1,-3.2,4.3
"1940",2024,1,10,"Nevada",14,"Morehead State",2,0,8.39999999999999,-5.40000000000001,0.2743,-1.1,2.5,-3.5,1.8,-4.5,0.800000000000001,14.9,1.59999999999999,-3,3.7,1.2,0.199999999999999,-11.5,9.8,2.5,6.1
"1941",2024,1,10,"Nevada",14,"Oakland",-2,3,7.3,-6.59999999999999,0.2779,1.2,-2.4,-1.2,1,-3.1,-1.4,15.3,7.5,0.800000000000004,-1.4,1.4,-2.6,-7.2,0.299999999999997,0,6.9
"1942",2024,1,10,"Nevada",14,"Akron",0,2,10.1,-3.59999999999999,0.2679,1.3,-0.399999999999999,-2.2,0.699999999999999,-2,1.6,12.6,5.3,-2.2,-1.6,4.5,1.3,-7.9,4.2,1.09999999999999,7.2
"1943",2024,1,10,"Nevada",14,"Colgate",-1,1,12.8,-3.8,0.3504,-0.100000000000001,1,-1.3,1.2,2.5,2.7,18.6,9.8,-0.699999999999996,0.399999999999999,0.799999999999997,1.4,-4.7,1.4,0.599999999999994,6.8
"1944",2024,1,10,"Nevada",15,"South Dakota State",1,4,7.5,-6.40000000000001,0.2796,-2,-2.59999999999999,-1.4,0.800000000000001,3.1,1.9,15.8,6.9,-3.3,0.100000000000001,0.299999999999997,-3.9,-6.6,-6.1,-1.10000000000001,10.1
"1945",2024,1,10,"Nevada",15,"Western Kentucky",2,4,9.89999999999999,-3.8,0.2694,1.4,-0.0999999999999943,-3.3,-1.3,-1,0.5,13.3,0.899999999999999,0.5,0.800000000000004,2.1,-0.900000000000002,2.6,0.899999999999999,-8.3,9.3
"1946",2024,1,10,"Nevada",15,"Saint Peter's",1,7,18.3,-2.2,0.4594,8.3,1.6,-4.6,-3,-7.6,-2.2,8.1,-8,10.2,2.7,2.6,-0.199999999999999,2.5,6.5,2.8,11.5
"1947",2024,1,10,"Nevada",15,"Long Beach State",-1,5,9.69999999999999,-10,0.4319,4.4,-3,-2.1,-1.2,-5.8,-2.4,8.1,1.7,2.9,-0.899999999999999,5.2,-3.8,5.3,-2.6,-4.60000000000001,10.7
"1948",2024,1,10,"Nevada",16,"Stetson",1,4,6.8,-16,0.5073,-0.100000000000001,-3.8,-0.800000000000001,3.8,0,-4,14.5,8.4,0.100000000000001,-3.1,0,-3.2,-8.2,3.6,0.799999999999997,9.5
"1949",2024,1,10,"Nevada",16,"Longwood",1,5,11.1,-6.8,0.3864,3.9,-3.09999999999999,-3,-2.3,-9.2,1.7,6.7,-1.8,4,-1.8,2.3,-3.3,5.3,1.5,0,11.3
"1950",2024,1,10,"Nevada",16,"Grambling State",1,6,17.4,-8,0.5827,5.09999999999999,-0.899999999999999,-5.5,-1.7,-0.600000000000001,-5.5,6.6,0.399999999999999,5.6,0.700000000000003,2.4,-2.4,3.8,7.6,1.89999999999999,10.7
"1951",2024,1,10,"Nevada",16,"Montana State",1,9,12.2,-7.8,0.4439,-0.600000000000001,-4.09999999999999,-1.8,-1.3,6.8,-1.4,15.5,-2.7,-0.799999999999997,-5,0.100000000000001,-1.3,-7.8,5.6,-1.7,15.3
"1952",2024,1,10,"Nevada",16,"Howard",0,8,10.6,-14.9,0.5719,1.3,-2.7,-6.4,0.600000000000001,-5.9,-3.5,4,-4.8,3.4,-1.7,-1,-2.7,-5.3,7.8,-0.900000000000006,14.8
"1953",2024,1,10,"Nevada",16,"Wagner",3,10,20.1,-7,0.6233,8.7,-0.199999999999996,-0.9,0.300000000000001,-2,0.199999999999999,19.4,4.4,9.8,-1.8,4.9,1.4,-4.6,-0.200000000000003,5.5,14.4
"1954",2024,1,11,"Duquesne",11,"North Carolina State",-2,2,-7.7,-5.10000000000001,-0.0369,-0.600000000000001,-2.5,3.8,1.6,1.3,0.699999999999999,0.600000000000001,3.4,-0.5,-1.1,-0.700000000000003,-3.2,6.2,2,-1.60000000000001,-1.2
"1955",2024,1,11,"Duquesne",11,"Oregon",0,1,-7,-3.5,-0.0537,-1.7,-3.5,2.7,1.6,1.2,2.9,0.800000000000004,2.5,-3.1,-3.2,0.299999999999997,-2.6,3,1.09999999999999,-0.799999999999997,-3.2
"1956",2024,1,11,"Duquesne",11,"New Mexico",0,-2,-8.5,0.599999999999994,-0.1315,-0.899999999999999,0,3.6,0,-3.5,3,0,1.8,-1.8,-0.800000000000004,0.5,1.1,9.9,0.699999999999996,-6.5,-3.5
"1957",2024,1,11,"Duquesne",12,"UAB",1,1,-6.40000000000001,-10.2,0.0978,0,-3,0.800000000000001,3.4,-5.4,-1,-7.4,3.9,-0.799999999999997,-1.8,0.799999999999997,-3.3,8.4,0.599999999999994,-1.40000000000001,0.9
"1958",2024,1,11,"Duquesne",12,"James Madison",1,-7,-5.7,-4.30000000000001,-0.0168,-4.3,1.3,2.8,-0.300000000000001,-2.1,2.4,-1.1,0.199999999999996,-4.6,-0.399999999999999,-2.6,3.1,1.6,2.2,-3.5,-3.3
"1959",2024,1,11,"Duquesne",12,"McNeese State",5,-6,-5,-4.90000000000001,0.00880000000000003,-4.8,0.200000000000003,3.3,-3.5,-2.2,-0.399999999999999,-7.5,1.4,-3.2,2.1,-5.5,-1.3,6.1,-10.8,1,-2.5
"1960",2024,1,11,"Duquesne",12,"Grand Canyon",2,-5,-4.8,-3.7,-0.0121,-1.9,2.1,-0.300000000000001,-0.399999999999999,-4.7,0.399999999999999,-12.2,0.5,-2.7,4,-0.5,-0.900000000000002,3.6,3.7,-1.7,-3.1
"1961",2024,1,11,"Duquesne",13,"Yale",5,2,-3.5,-4,0.0175,-2.2,-1.7,3.4,3.5,1.5,6,6.2,6.3,-2.9,-0.399999999999999,-0.700000000000003,-2.3,4.40000000000001,-4.1,1.7,0.7
"1962",2024,1,11,"Duquesne",13,"Vermont",2,-4,1.8,-2.60000000000001,0.1019,-1.7,1.3,3.7,4.4,7.5,6.7,3.4,9.4,-3.5,2,0.399999999999999,0.199999999999999,-4.4,0.799999999999997,3,-0.6
"1963",2024,1,11,"Duquesne",13,"Samford",2,-5,-5.40000000000001,-6.30000000000001,0.0297,-6.8,-2,-0.600000000000001,-2.2,-0.300000000000001,-2,-3.3,-1.7,-5.9,-1.1,-5.4,-2.2,-1.2,-2.8,-6.3,-1.87
"1964",2024,1,11,"Duquesne",13,"Charleston",1,-3,-7,-9.10000000000001,0.0593,-2.3,-2.6,3.2,3.1,-3.6,3.4,6.2,7,-3,-2.1,-0.899999999999999,-2.1,-7.4,0.399999999999999,-3.7,-0.2
"1965",2024,1,11,"Duquesne",14,"Morehead State",4,-2,-0.400000000000006,-7.30000000000001,0.1723,-4.3,2.3,-1,4,-2.1,3.6,1.8,2.59999999999999,-6,3,-1.4,0.599999999999998,-5.4,6.1,2,1.6
"1966",2024,1,11,"Duquesne",14,"Oakland",0,1,-1.5,-8.5,0.1759,-2,-2.6,1.3,3.2,-0.700000000000003,1.4,2.2,8.5,-2.2,-2.1,-1.2,-2.2,-1.09999999999999,-3.40000000000001,-0.5,2.4
"1967",2024,1,11,"Duquesne",14,"Akron",2,0,1.3,-5.5,0.1659,-1.9,-0.600000000000001,0.300000000000001,2.9,0.399999999999999,4.4,-0.5,6.3,-5.2,-2.3,1.9,1.7,-1.8,0.5,0.599999999999994,2.7
"1968",2024,1,11,"Duquesne",14,"Colgate",1,-1,4,-5.7,0.2484,-3.3,0.799999999999997,1.2,3.4,4.9,5.5,5.5,10.8,-3.7,-0.300000000000004,-1.8,1.8,1.40000000000001,-2.3,0.0999999999999943,2.3
"1969",2024,1,11,"Duquesne",15,"South Dakota State",3,2,-1.3,-8.30000000000001,0.1776,-5.2,-2.8,1.1,3,5.5,4.7,2.7,7.9,-6.3,-0.600000000000001,-2.3,-3.5,-0.5,-9.8,-1.60000000000001,5.6
"1970",2024,1,11,"Duquesne",15,"Western Kentucky",4,2,1.09999999999999,-5.7,0.1674,-1.8,-0.299999999999997,-0.800000000000001,0.899999999999999,1.4,3.3,0.200000000000003,1.9,-2.5,0.100000000000001,-0.5,-0.500000000000004,8.7,-2.8,-8.8,4.8
"1971",2024,1,11,"Duquesne",15,"Saint Peter's",3,5,9.5,-4.10000000000001,0.3574,5.1,1.4,-2.1,-0.800000000000001,-5.2,0.600000000000001,-5,-7,7.2,2,0,0.199999999999999,8.6,2.8,2.3,7
"1972",2024,1,11,"Duquesne",15,"Long Beach State",1,3,0.899999999999991,-11.9,0.3299,1.2,-3.2,0.399999999999999,1,-3.4,0.399999999999999,-5,2.7,-0.100000000000001,-1.6,2.6,-3.4,11.4,-6.3,-5.10000000000001,6.2
"1973",2024,1,11,"Duquesne",16,"Stetson",3,2,-2,-17.9,0.4053,-3.3,-4,1.7,6,2.4,-1.2,1.4,9.4,-2.9,-3.8,-2.6,-2.8,-2.09999999999999,-0.100000000000001,0.299999999999997,5
"1974",2024,1,11,"Duquesne",16,"Longwood",3,3,2.3,-8.7,0.2844,0.700000000000003,-3.3,-0.5,-0.100000000000001,-6.8,4.5,-6.4,-0.800000000000004,1,-2.5,-0.300000000000004,-2.9,11.4,-2.2,-0.5,6.8
"1975",2024,1,11,"Duquesne",16,"Grambling State",3,4,8.59999999999999,-9.90000000000001,0.4807,1.9,-1.1,-3,0.5,1.8,-2.7,-6.5,1.4,2.6,0,-0.200000000000003,-2,9.9,3.9,1.39999999999999,6.2
"1976",2024,1,11,"Duquesne",16,"Montana State",3,7,3.39999999999999,-9.7,0.3419,-3.8,-4.3,0.699999999999999,0.899999999999999,9.2,1.4,2.4,-1.7,-3.8,-5.7,-2.5,-0.900000000000002,-1.7,1.9,-2.2,10.8
"1977",2024,1,11,"Duquesne",16,"Howard",2,6,1.8,-16.8,0.4699,-1.9,-2.9,-3.9,2.8,-3.5,-0.699999999999999,-9.1,-3.8,0.399999999999999,-2.4,-3.6,-2.3,0.800000000000004,4.09999999999999,-1.40000000000001,10.3
"1978",2024,1,11,"Duquesne",16,"Wagner",5,8,11.3,-8.90000000000001,0.5213,5.5,-0.399999999999999,1.6,2.5,0.399999999999999,3,6.3,5.4,6.8,-2.5,2.3,1.8,1.5,-3.90000000000001,5,9.9
"1979",2024,1,11,"North Carolina State",11,"Oregon",2,-1,0.700000000000003,1.60000000000001,-0.0167999999999999,-1.09999999999999,-1,-1.1,0,-0.0999999999999979,2.2,0.200000000000003,-0.899999999999999,-2.6,-2.1,1,0.600000000000001,-3.2,-0.900000000000006,0.800000000000011,-2
"1980",2024,1,11,"North Carolina State",11,"New Mexico",2,-4,-0.799999999999997,5.7,-0.0946,-0.299999999999997,2.5,-0.200000000000001,-1.6,-4.8,2.3,-0.600000000000001,-1.6,-1.3,0.299999999999997,1.2,4.3,3.7,-1.3,-4.89999999999999,-2.3
"1981",2024,1,11,"North Carolina State",12,"UAB",3,-1,1.3,-5.09999999999999,0.1347,0.600000000000001,-0.5,-3,1.8,-6.7,-1.7,-8,0.5,-0.299999999999997,-0.700000000000003,1.5,-0.100000000000001,2.2,-1.40000000000001,0.200000000000003,2.1
"1982",2024,1,11,"North Carolina State",12,"James Madison",3,-9,2,0.799999999999997,0.0201,-3.7,3.8,-1,-1.9,-3.4,1.7,-1.7,-3.2,-4.1,0.700000000000003,-1.9,6.3,-4.6,0.199999999999996,-1.89999999999999,-2.1
"1983",2024,1,11,"North Carolina State",12,"McNeese State",7,-8,2.7,0.200000000000003,0.0457000000000001,-4.2,2.7,-0.5,-5.1,-3.5,-1.1,-8.1,-2,-2.7,3.2,-4.8,1.9,-0.100000000000001,-12.8,2.60000000000001,-1.3
"1984",2024,1,11,"North Carolina State",12,"Grand Canyon",4,-7,2.90000000000001,1.40000000000001,0.0248,-1.3,4.6,-4.1,-2,-6,-0.300000000000001,-12.8,-2.9,-2.2,5.1,0.200000000000003,2.3,-2.6,1.7,-0.0999999999999943,-1.9
"1985",2024,1,11,"North Carolina State",13,"Yale",7,0,4.2,1.10000000000001,0.0544,-1.59999999999999,0.799999999999997,-0.4,1.9,0.200000000000003,5.3,5.6,2.9,-2.4,0.700000000000003,0,0.899999999999999,-1.8,-6.1,3.30000000000001,1.9
"1986",2024,1,11,"North Carolina State",13,"Vermont",4,-6,9.5,2.5,0.1388,-1.09999999999999,3.8,-0.100000000000001,2.8,6.2,6,2.8,6,-3,3.1,1.1,3.4,-10.6,-1.2,4.60000000000001,0.6
