,YEAR,ROUND,LSEED,LTEAM,LSCORE,SCORE_DIFF,confW,confL,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB,upset,HSEED,HTEAM,HSCORE
14,2013,1,12,Akron,42,46,A10,MAC,4,2,10.4,-2.30000000000001,0.1793,0.299999999999997,5.3,-3.9,8.3,-1.0,4.2,-7.1,5.3,-1.6,7.4,2.4,0.100000000000001,1.59999999999999,2.3,0.0,5.0,VCU,88.0
15,2013,1,16,Southern,58,6,WCC,SWAC,4,11,23.0,-6.5,0.4849,5.8,3.0,0.399999999999999,0.600000000000001,11.6,-1.3,0.5,-5.0,9.0,1.6,-0.200000000000003,2.9,0.0999999999999943,13.3,0.0,1.0,Gonzaga,64.0
16,2013,1,15,Albany,61,12,ACC,AE,1,6,17.2,-7.2,0.3785,4.3,-2.8,-5.6,0.5,-2.9,4.1,-0.799999999999997,4.9,4.09999999999999,-1.4,2.9,-4.1,4.59999999999999,12.0,0.0,2.0,Duke,73.0
17,2013,1,16,Western Kentucky,57,7,B12,SB,2,12,11.5,-14.2,0.4619,4.7,-6.4,-1.9,-2.4,-1.0,-1.4,1.9,-5.8,4.6,-8.3,3.7,-2.1,1.7,15.9,0.0,1.0,Kansas,64.0
18,2013,1,10,Cincinnati,63,4,MVC,BE,2,6,11.9,6.7,0.0387,12.0,2.6,-0.5,-4.2,-9.9,-2.6,-1.3,-6.6,10.2,3.2,9.8,0.800000000000001,-0.299999999999997,1.8,0.0,7.0,Creighton,67.0
19,2013,1,9,Wichita State,55,-18,MVC,BE,-6,-6,2.2,0.0999999999999943,0.0172,1.7,-0.699999999999996,-1.3,2.0,2.4,3.5,1.0,-1.9,1.9,0.399999999999999,1.0,-1.8,-4.7,0.9,1.0,8.0,Pittsburgh,55.0
20,2013,1,15,Pacific,49,29,ACC,BW,3,9,7.7,-10.3,0.3216,1.4,-4.3,-1.1,-1.6,2.1,-2.4,-3.1,-11.0,3.8,-4.0,-2.7,-2.8,-0.399999999999999,11.4,0.0,2.0,Miami FL,78.0
21,2013,1,11,Belmont,64,17,P12,OVC,4,3,5.5,-4.0,0.1165,-4.0,-1.4,-0.100000000000001,-5.2,5.3,-7.5,4.6,-4.1,-6.3,-3.3,-0.100000000000001,2.3,-0.600000000000009,4.5,0.0,6.0,Arizona,81.0
22,2013,1,9,Temple,72,-4,A10,ACC,1,0,4.5,1.09999999999999,0.043,5.2,-2.2,2.1,-3.5,3.9,1.2,5.3,-5.1,4.0,0.200000000000003,6.3,-5.1,1.3,0.7,1.0,8.0,North Carolina State,72.0
23,2013,1,14,Davidson,58,1,BE,SC,2,1,2.40000000000001,-5.09999999999999,0.1061,-3.5,0.900000000000006,3.9,0.699999999999999,9.4,4.6,2.0,-4.7,-0.399999999999999,0.600000000000001,-7.0,0.199999999999996,-0.600000000000009,5.9,0.0,3.0,Marquette,59.0
24,2013,1,13,La Salle,61,-2,A10,B12,0,2,1.40000000000001,-1.7,0.0379999999999999,-2.8,-1.8,1.1,0.899999999999999,9.5,-0.400000000000006,0.399999999999999,8.3,-2.5,-4.1,-1.90000000000001,3.1,-3.0,5.1,1.0,4.0,Kansas State,61.0
25,2013,1,13,Montana,34,47,BE,BSky,10,7,11.4,-14.8,0.4604,-3.9,-6.0,-0.200000000000003,5.3,13.7,4.0,-3.8,-0.5,-3.5,-5.4,-3.0,-4.9,1.50000000000001,6.5,0.0,4.0,Syracuse,81.0
26,2013,1,16,North Carolina A&T,48,31,BE,MEAC,4,16,25.3,-11.2,0.6284,4.9,-0.400000000000006,-4.4,3.6,8.4,0.0999999999999943,-2.6,-6.2,5.4,0.0,2.6,-0.199999999999999,0.199999999999989,20.5,0.0,1.0,Louisville,79.0
27,2013,1,10,Colorado,49,8,B10,P12,1,0,4.89999999999999,2.5,0.0236000000000001,-0.799999999999997,2.8,-2.4,2.3,0.0,2.6,-9.9,10.7,0.399999999999999,2.7,-2.7,2.1,0.599999999999994,1.0,0.0,7.0,Illinois,57.0
28,2013,1,15,Florida Gulf Coast,68,-10,ASun,BE,-3,1,4.19999999999999,-11.3,0.2429,-0.5,-3.9,-0.899999999999999,0.299999999999997,-2.1,-1.8,1.59999999999999,2.59999999999999,-2.09999999999999,-5.5,1.9,-0.600000000000001,-6.59999999999999,10.6,1.0,2.0,Georgetown,68.0
29,2013,1,12,Oregon,55,-13,P12,B12,-4,-4,2.3,0.0,0.0255,-0.5,-1.9,-3.2,-0.300000000000001,-4.5,3.6,2.1,1.8,0.399999999999999,-2.5,-1.7,-1.0,-1.90000000000001,0.3,1.0,5.0,Oklahoma State,55.0
30,2013,1,13,New Mexico State,44,20,A10,WAC,1,5,5.5,-7.8,0.2189,1.1,0.100000000000001,-4.3,5.0,-9.0,-0.699999999999999,-3.0,4.3,0.200000000000003,0.899999999999999,2.2,-0.799999999999997,-0.399999999999991,6.9,0.0,4.0,Saint Louis,64.0
31,2013,1,12,UC Berkeley,61,-3,P12,MWC,1,3,-0.700000000000003,-3.89999999999999,0.0538,0.899999999999999,-0.199999999999996,1.3,1.7,0.799999999999997,-3.6,5.5,-2.9,0.100000000000001,0.899999999999999,2.4,-2.0,2.8,1.3,1.0,5.0,UNLV,61.0
32,2013,2,12,UC Berkeley,60,6,BE,P12,7,9,7.59999999999999,-5.3,0.1322,1.0,-1.7,0.0,6.8,6.3,3.8,5.6,2.9,-0.299999999999997,0.899999999999999,3.2,-5.2,-1.09999999999999,4.6,0.0,4.0,Syracuse,66.0
33,2013,2,6,Butler,72,2,BE,A10,0,0,3.8,0.200000000000003,0.0396,-1.1,-0.5,0.699999999999999,2.1,2.5,6.8,2.5,-4.4,1.4,-0.399999999999999,-4.7,-0.900000000000006,-0.100000000000009,-0.2,0.0,3.0,Marquette,74.0
34,2013,2,6,Memphis,48,22,B10,CUSA,-1,-5,5.30000000000001,-2.40000000000001,0.0720000000000001,-1.8,-1.0,0.100000000000001,-2.9,0.5,-3.5,-0.600000000000001,-2.5,-0.700000000000003,0.5,-3.1,-2.9,-4.89999999999999,2.2,0.0,3.0,Michigan State,70.0
35,2013,2,9,Temple,52,6,B10,A10,2,5,10.3,-7.2,0.1472,5.7,-5.0,3.4,0.799999999999997,8.2,0.0,10.2,-7.1,3.2,-4.09999999999999,7.5,-4.9,1.0,6.3,0.0,1.0,Indiana,58.0
36,2013,2,15,Florida Gulf Coast,71,-10,ASun,MWC,-3,-3,2.59999999999999,-6.8,0.18,-3.1,-2.2,-2.9,-3.9,-0.699999999999999,-4.9,0.0999999999999943,-3.8,-4.0,-3.6,-0.699999999999996,0.5,-2.3,4.4,1.0,7.0,San Diego State,71.0
37,2013,2,5,VCU,53,25,B10,A10,2,3,7.7,1.60000000000001,0.0327000000000001,3.3,-1.9,-2.3,-9.8,-4.1,-5.3,-1.4,-17.6,2.9,-2.5,2.8,-0.299999999999997,-3.3,3.6,0.0,4.0,Michigan,78.0
38,2013,2,9,Wichita State,70,-6,MVC,WCC,-5,1,8.30000000000001,-0.799999999999997,0.0554,4.9,-0.399999999999999,-2.2,0.800000000000001,-0.200000000000003,3.3,4.3,-8.4,5.4,-1.5,2.6,0.699999999999996,0.0999999999999943,5.4,1.0,1.0,Gonzaga,70.0
39,2013,2,8,North Carolina,58,12,B12,ACC,2,7,0.0,-6.8,0.0612,4.0,-6.5,3.1,-3.1,-0.800000000000004,-2.3,11.3,4.9,6.6,-7.0,-0.800000000000004,-4.1,-3.7,5.0,0.0,1.0,Kansas,70.0
40,2013,2,7,Creighton,50,16,ACC,MVC,0,2,2.0,-3.5,0.039,-4.3,-0.399999999999999,-3.3,4.3,0.0,5.1,5.0,6.6,-4.90000000000001,0.700000000000003,-1.5,-2.2,2.59999999999999,4.0,0.0,2.0,Duke,66.0
41,2013,2,14,Harvard,51,23,P12,Ivy,6,8,9.5,-7.7,0.2867,-1.8,-2.6,-1.3,-1.1,9.4,-4.7,-12.2,1.7,-0.899999999999999,-5.5,-2.7,2.5,2.09999999999999,7.2,0.0,6.0,Arizona,74.0
42,2013,2,10,Iowa State,75,3,B10,B12,2,6,-3.60000000000001,-8.89999999999999,0.0578,-3.2,-2.6,-2.3,2.1,-2.4,-0.300000000000001,2.5,-3.2,-2.5,-5.2,-1.8,1.3,-4.3,6.5,0.0,2.0,Ohio State,78.0
43,2013,2,8,Colorado State,56,26,BE,MWC,7,11,-0.699999999999989,-13.9,0.0984,1.4,-3.8,1.1,10.5,-3.2,10.1,-4.1,-1.5,2.4,-3.7,-0.800000000000004,-2.3,2.3,7.1,0.0,1.0,Louisville,82.0
44,2013,2,7,Illinois,59,4,ACC,B10,2,8,2.60000000000001,-1.90000000000001,0.0458,4.4,-3.0,-0.900000000000002,-3.3,-2.3,-4.6,3.6,-7.7,3.2,-3.4,4.5,-1.5,-3.09999999999999,3.9,0.0,2.0,Miami FL,63.0
45,2013,2,11,Minnesota,64,14,SEC,B10,3,8,3.10000000000001,-6.8,0.0644,5.90000000000001,-2.3,-3.8,2.3,-9.4,-4.8,-10.6,-6.8,5.5,-1.0,4.09999999999999,-2.9,-1.3,2.0,0.0,3.0,Florida,78.0
46,2013,2,12,Oregon,57,-17,P12,A10,-2,0,3.2,-1.09999999999999,0.0453,1.1,-0.899999999999999,-3.8,1.6,-7.9,1.9,5.6,1.7,0.899999999999999,-0.799999999999997,0.700000000000003,-0.299999999999997,-4.5,0.9,1.0,4.0,Saint Louis,57.0
47,2013,2,13,La Salle,74,-2,A10,SEC,2,3,-2.0,-0.600000000000009,-0.0176000000000001,-2.8,-2.9,-1.2,0.199999999999999,5.1,-2.4,7.5,2.6,0.100000000000001,-4.4,-5.3,1.1,4.90000000000001,1.3,1.0,12.0,Mississippi,74.0
48,2014,1,15,American,35,40,B10,Pat,5,10,20.9,-1.8,0.3263,-2.5,0.800000000000004,-10.4,-4.3,1.6,-2.3,7.7,-13.6,-3.8,0.199999999999996,-0.299999999999997,2.2,2.5,13.4,0.0,2.0,Wisconsin,75.0
49,2014,1,15,Wofford,40,17,B10,SC,7,11,25.3,-2.3,0.502,6.90000000000001,-0.100000000000001,-1.6,-2.6,-1.5,1.5,1.9,-12.7,5.3,0.600000000000001,5.6,-1.1,0.5,14.2,0.0,2.0,Michigan,57.0
50,2014,1,9,George Washington,66,5,Amer,A10,0,-1,2.39999999999999,0.200000000000003,0.0327999999999999,0.399999999999999,1.2,-0.399999999999999,0.699999999999999,0.699999999999996,1.9,-7.1,0.399999999999999,2.5,1.8,-3.4,-0.199999999999999,2.3,-0.4,0.0,8.0,Memphis,71.0
51,2014,1,9,Kansas State,49,7,SEC,B12,7,9,9.3,3.3,0.0589,1.1,0.700000000000003,-0.399999999999999,-2.9,7.3,-3.5,11.5,-8.6,1.7,-1.0,0.100000000000001,2.9,1.10000000000001,3.4,0.0,8.0,Kentucky,56.0
52,2014,1,11,Providence,77,2,ACC,BE,-1,2,-1.5,-5.7,0.0634,1.6,-1.9,-0.400000000000002,2.9,2.8,0.5,1.0,7.7,3.2,-2.09999999999999,-1.1,-1.1,5.89999999999999,3.0,0.0,6.0,North Carolina,79.0
53,2014,1,13,Delaware,78,15,B10,CAA,3,4,8.89999999999999,-10.7,0.3082,4.1,-3.6,4.0,0.899999999999999,3.8,-5.3,-10.2,2.3,2.6,-6.1,4.5,0.5,-6.09999999999999,8.3,0.0,4.0,Michigan State,93.0
54,2014,1,13,Tulsa,59,17,P12,CUSA,3,7,13.4,0.799999999999997,0.163,4.9,3.5,-2.2,0.0,-0.399999999999999,-1.0,-8.9,-11.8,3.8,5.4,5.3,-0.800000000000004,1.8,8.1,0.0,4.0,UCLA,76.0
55,2014,1,16,Albany,55,12,SEC,AE,5,17,13.1,-14.7,0.4675,3.40000000000001,-2.9,-2.2,3.0,3.4,-0.399999999999999,0.399999999999999,2.1,4.3,-2.5,-0.100000000000001,-1.9,-0.100000000000001,20.3,0.0,1.0,Florida,67.0
56,2014,1,16,Coastal Carolina,59,11,ACC,BSth,6,12,16.3,-12.5,0.5503,2.8,-3.3,-3.7,0.0999999999999979,-0.300000000000004,-3.5,3.4,-7.1,1.4,-4.6,4.3,-0.100000000000001,-6.3,15.9,0.0,1.0,Virginia,70.0
57,2014,1,16,Cal Poly,37,27,MVC,BW,3,22,14.4,-11.4,0.4939,6.4,-4.59999999999999,1.5,0.0999999999999979,4.1,-7.0,13.7,-7.2,8.09999999999999,-5.0,2.0,-2.7,4.7,18.8,0.0,1.0,Wichita State,64.0
58,2014,1,13,New Mexico State,69,4,MWC,WAC,-1,4,-2.19999999999999,-11.3,0.1575,-6.5,0.0,-3.5,4.5,-1.6,-3.6,-8.8,-1.7,-7.8,0.799999999999997,-1.9,-2.4,-3.09999999999999,8.3,0.0,4.0,San Diego State,73.0
59,2014,1,11,Dayton,59,-1,A10,B10,-2,-1,-4.59999999999999,-10.6,0.0919,-2.1,-3.59999999999999,-0.900000000000002,3.1,-4.3,0.800000000000001,1.7,-13.2,0.700000000000003,-2.4,-5.3,-3.9,0.0,3.9,1.0,6.0,Ohio State,59.0
60,2014,1,12,Stephen F. Austin,75,-2,Slnd,A10,2,-4,-3.7,-11.8,0.1428,-4.4,-2.7,0.300000000000001,2.0,-3.3,1.9,-4.7,-11.0,-6.7,-1.2,0.0,-4.4,7.3,1.9,1.0,5.0,VCU,75.0
61,2014,1,9,Oklahoma State,77,8,WCC,B12,1,7,-2.0,-1.5,-0.0002999999999999,2.8,-1.7,2.7,-2.6,2.6,-2.5,-8.5,-2.4,2.3,-1.7,2.6,-0.900000000000002,-2.7,2.6,0.0,8.0,Gonzaga,85.0
62,2014,1,14,Mercer,71,-7,ASun,ACC,2,2,16.3,-3.2,0.2439,-0.200000000000003,2.5,-2.9,-0.5,3.2,0.199999999999999,1.5,-0.200000000000003,-1.3,3.4,0.700000000000003,-0.300000000000001,1.5,9.3,1.0,3.0,Duke,71.0
63,2014,1,15,Eastern Kentucky,69,11,B12,OVC,3,3,7.10000000000001,-11.9,0.3093,-2.5,-8.6,3.3,-7.8,14.3,-5.2,5.09999999999999,-9.4,-0.200000000000003,-12.4,-4.6,-0.299999999999997,2.2,10.2,0.0,2.0,Kansas,80.0
64,2014,1,14,Louisiana Lafayette,66,10,BE,SB,3,7,14.7,-2.59999999999999,0.2587,7.4,-1.9,-3.8,-3.7,-8.8,-4.0,-10.4,-11.0,6.7,-3.6,4.3,1.0,-4.59999999999999,9.4,0.0,3.0,Creighton,76.0
65,2014,1,16,Weber State,59,9,P12,BSky,9,16,10.2,-19.2,0.4805,-2.4,-5.5,-3.3,5.3,8.0,-1.4,-8.7,-0.899999999999999,-0.399999999999999,-6.8,-3.0,-1.7,0.0,16.3,0.0,1.0,Arizona,68.0
66,2014,1,15,Milwaukee,53,20,BE,Horz,0,9,10.9,-11.4,0.4137,4.5,-2.8,-2.6,1.5,4.0,-2.5,-0.200000000000003,2.1,4.7,-7.4,2.9,4.3,-0.200000000000003,14.4,0.0,2.0,Villanova,73.0
67,2014,1,12,North Dakota State,75,-5,Sum,B12,3,0,4.3,-3.59999999999999,0.118,-2.8,-0.0999999999999943,0.0999999999999996,0.699999999999999,1.8,2.5,-2.2,-1.7,-6.7,2.7,3.2,-3.59999999999999,7.59999999999999,3.9,1.0,5.0,Oklahoma,75.0
68,2014,1,11,Nebraska,60,14,B12,B10,4,5,11.0,4.5,0.0712999999999999,3.0,1.1,1.1,-3.2,14.4,3.0,2.5,-12.6,0.899999999999999,-1.4,4.7,4.1,-3.50000000000001,1.8,0.0,6.0,Baylor,74.0
69,2014,1,14,Western Michigan,53,24,ACC,MAC,2,6,9.5,-9.7,0.3551,-3.8,0.399999999999999,-6.1,3.4,7.1,-0.5,-13.2,2.0,-6.0,-2.3,0.5,3.0,-5.5,10.8,0.0,3.0,Syracuse,77.0
70,2014,1,14,North Carolina Central,75,18,B12,MEAC,4,2,10.7,-1.40000000000001,0.1885,4.0,3.3,-2.7,-7.8,-6.6,-4.6,-13.1,-14.1,3.6,2.8,3.3,3.1,7.5,8.1,0.0,3.0,Iowa State,93.0
71,2014,1,13,Manhattan,64,7,Amer,MAAC,4,6,12.6,-8.80000000000001,0.2191,2.8,-1.5,-4.4,3.3,2.7,-0.599999999999994,-14.3,-14.4,4.0,0.299999999999997,-0.100000000000001,-4.1,-0.799999999999997,5.8,0.0,4.0,Louisville,71.0
72,2014,1,9,Pittsburgh,48,-29,ACC,P12,-1,-3,-10.2,2.0,-0.1521,-2.40000000000001,2.7,3.4,-1.4,-3.2,-2.9,4.0,-6.2,-1.5,1.8,-3.3,3.0,3.10000000000001,-1.7,1.0,8.0,Colorado,48.0
73,2014,1,10,Arizona State,85,2,B12,P12,2,3,2.10000000000001,0.299999999999997,0.0255,-5.0,0.200000000000003,1.2,-0.699999999999999,15.1,0.0,0.899999999999999,3.7,-1.9,-2.4,-6.3,2.6,-0.599999999999994,2.4,0.0,7.0,Texas,87.0
74,2014,1,12,Harvard,57,-4,Ivy,Amer,3,1,-3.2,-3.7,0.0142,-4.4,-1.40000000000001,-0.200000000000003,1.3,6.8,3.0,-9.7,-0.299999999999997,-3.1,-1.7,-5.1,-0.700000000000003,-2.0,3.1,1.0,5.0,Cincinnati,57.0
75,2014,1,12,North Carolina State,80,3,A10,ACC,-3,4,-9.89999999999999,-11.0,0.0411,-0.399999999999999,-3.1,2.8,3.6,-5.3,-6.6,3.3,-7.0,-1.0,-2.9,1.2,-2.5,1.0,3.2,0.0,5.0,Saint Louis,83.0
76,2014,1,10,BYU,68,19,P12,WCC,0,2,4.3,-0.5,0.0642,2.9,0.0,0.800000000000001,2.3,-2.7,3.3,-3.8,11.0,1.8,1.2,2.0,-1.3,-3.7,2.0,0.0,7.0,Oregon,87.0
77,2014,1,11,Tennessee,67,-19,SEC,A10,-3,1,-9.09999999999999,3.5,-0.1422,0.600000000000001,0.100000000000001,2.0,1.8,-5.40000000000001,4.2,-2.59999999999999,5.7,-0.700000000000003,2.3,2.7,-3.7,8.7,3.2,1.0,6.0,Massachusetts,67.0
78,2014,1,10,Saint Joseph's,81,8,Amer,A10,6,8,-1.3,-6.2,0.0625,-2.4,-3.2,-1.4,4.3,0.899999999999999,5.0,-5.3,5.1,-4.2,-3.8,0.800000000000004,-1.2,-1.10000000000001,2.6,0.0,7.0,Connecticut,89.0
79,2014,1,10,Stanford,53,-5,P12,MWC,-2,4,1.09999999999999,-0.799999999999997,0.0256999999999999,-0.199999999999996,-3.0,-1.1,-2.1,3.2,0.0999999999999979,1.7,-5.7,1.8,-4.7,-3.2,-0.100000000000001,-1.0,3.3,1.0,7.0,New Mexico,53.0
80,2014,2,12,Harvard,73,7,B10,Ivy,7,3,7.69999999999999,0.0999999999999943,0.0678,2.4,-0.400000000000006,-0.200000000000003,-3.4,0.600000000000001,-1.8,-14.7,4.0,2.4,-1.4,0.600000000000001,0.5,0.700000000000003,4.7,0.0,4.0,Michigan State,80.0
81,2014,2,6,North Carolina,83,2,B12,ACC,2,4,5.19999999999999,4.09999999999999,0.002,4.3,0.700000000000003,-2.4,-3.4,-9.3,-2.8,-6.5,-10.7,4.7,-0.700000000000003,2.2,2.4,0.799999999999997,3.3,0.0,3.0,Iowa State,85.0
82,2014,2,9,Pittsburgh,45,16,SEC,ACC,3,10,-1.19999999999999,-5.59999999999999,0.0314,1.5,-1.3,1.2,2.1,-1.90000000000001,-1.0,-1.9,-5.2,1.2,-2.0,0.799999999999997,0.399999999999999,-0.699999999999996,7.6,0.0,1.0,Florida,61.0
83,2014,2,8,Memphis,60,18,ACC,Amer,4,7,2.0,-7.5,0.097,-1.1,-4.2,-2.1,-1.9,-1.9,-7.5,2.5,-1.3,-3.7,-7.1,3.9,1.3,-8.3,5.4,0.0,1.0,Virginia,78.0
84,2014,2,8,Kentucky,76,-2,SEC,MVC,-5,5,-0.799999999999997,-3.2,0.0233,2.5,-1.3,-1.9,2.1,-7.0,-3.5,-4.9,-1.09999999999999,2.3,-1.3,1.8,-1.1,-0.800000000000011,4.2,1.0,1.0,Wichita State,76.0
85,2014,2,8,Gonzaga,61,23,P12,WCC,3,5,2.60000000000001,-5.89999999999999,0.0572,-3.5,-2.3,-1.7,1.7,5.8,-2.2,-0.200000000000003,-4.4,-2.9,-3.09999999999999,-2.6,0.199999999999999,-2.2,5.4,0.0,1.0,Arizona,84.0
86,2014,2,6,Baylor,55,-30,B12,BE,-1,3,6.0,2.40000000000001,0.0259,7.6,-0.200000000000003,-2.8,-1.0,-12.4,-4.2,-10.9,0.700000000000003,8.0,0.600000000000001,3.4,-1.4,2.50000000000001,2.5,1.0,3.0,Creighton,55.0
87,2014,2,7,Texas,65,14,B10,B12,2,4,12.6,3.2,0.0788,8.3,2.9,-2.7,0.800000000000001,-10.2,0.300000000000001,-8.5,-14.3,5.8,7.3,7.5,-3.4,-6.1,4.1,0.0,2.0,Michigan,79.0
88,2014,2,5,Saint Louis,51,15,Amer,A10,4,5,13.9,-2.80000000000001,0.1233,3.9,-0.5,-3.3,4.0,8.3,3.7,0.900000000000006,2.8,2.2,-0.100000000000001,5.1,-1.0,1.3,1.5,0.0,4.0,Louisville,66.0
89,2014,2,7,Oregon,77,8,B10,P12,4,6,4.60000000000001,-4.09999999999999,0.0721,-0.200000000000003,-1.9,-3.4,-3.6,-4.1,-4.5,-1.09999999999999,-20.7,0.299999999999997,-3.5,-1.3,1.7,-5.4,5.3,0.0,2.0,Wisconsin,85.0
90,2014,2,12,North Dakota State,44,19,MWC,Sum,4,6,-4.5,-12.3,0.1347,-7.8,-5.4,-0.4,3.5,5.5,1.5,3.5,-7.8,-10.3,-2.6,-0.5,-7.0,0.0,5.8,0.0,4.0,San Diego State,63.0
91,2014,2,14,Mercer,63,20,SEC,ASun,3,-1,8.5,-8.39999999999999,0.2381,-4.2,-0.299999999999997,-0.699999999999999,-2.1,7.7,-3.6,4.5,-9.5,-1.0,-2.4,-6.9,3.5,-2.1,3.2,0.0,11.0,Tennessee,83.0
92,2014,2,7,Connecticut,65,-12,Amer,BE,-6,-3,2.7,1.2,0.0089,2.1,1.7,0.0,0.399999999999999,2.2,-4.1,6.2,2.9,5.7,0.799999999999997,-3.1,2.3,2.8,3.6,1.0,2.0,Villanova,65.0
93,2014,2,11,Dayton,53,-2,A10,ACC,-3,2,1.2,-6.3,0.0968,-4.2,-0.799999999999997,-3.3,3.1,4.2,2.7,-2.4,-6.3,-2.7,-2.8,-4.6,1.3,-3.90000000000001,7.3,1.0,3.0,Syracuse,53.0
94,2014,2,10,Stanford,57,-3,P12,B12,-1,2,7.5,-0.900000000000006,0.0834,2.90000000000001,-0.899999999999999,2.1,-0.600000000000001,8.0,0.699999999999999,3.3,8.5,5.6,-1.5,-2.4,0.600000000000001,1.0,5.8,1.0,2.0,Kansas,57.0
95,2014,2,12,Stephen F. Austin,60,17,P12,Slnd,4,-2,7.0,-5.0,0.164,1.8,-0.600000000000001,-2.4,-3.3,-8.4,-0.299999999999997,-1.7,-15.0,0.700000000000003,-1.4,3.1,-0.300000000000004,6.7,2.8,0.0,4.0,UCLA,77.0
96,2015,1,12,Wofford,53,3,SEC,SC,3,1,10.9,-0.799999999999997,0.2149,-1.1,1.3,-0.300000000000001,2.3,6.3,6.9,-0.300000000000004,2.4,-0.300000000000004,-1.09999999999999,-1.9,4.3,8.7,3.7,0.0,5.0,Arkansas,56.0
